设备编号,下单时间,订单编号,购买数量（个）,手续费（元）,总金额（元）,支付状态,出货状态,收款方,退款金额（元）,购买用户,商品ID,商品详情,省市区,软件版本
112537,2018/4/22 20:55,112537qr15244017656213,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0mEVby9SbHACRvHmkCSdnXg,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 17:34,112537qr15243032933844,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0mr8MZR1pYDD0cL8yp4qbMo,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 17:33,112537qr15243032549891,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0iZW3FizkchrGkvMvn-gVKY,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112538,2018/4/21 15:05,112538qr15242943463492,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0qWCWIBfn2N--6JxfO74-bw,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112538,2018/4/21 15:04,112538qr15242943112972,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0lqVd8njicNJwqNm3ALIMuA,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112539,2018/4/21 11:49,112539qr15242825904243,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0mvMs0QYY2ikftitpp97wlI,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/21 7:17,112537qr15242662921605,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0vuDcXUX0ZdbfZUY8gu0Cso,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/21 7:13,112537qr15242660466901,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0gU_4144Y9ssZjmVrLLEIY0,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/21 2:48,112535qr15242501374419,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0sLmQVuXseOYhDoRQ4HxmAU,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/20 21:15,112534qr15242301682002,1,0.01,1.0,支付宝,出货成功,鑫零售结算,0,os-xL0jwzknGEMsChcryYhcn-Ldk,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/20 18:15,112537qr15242193472500,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0pp2K8azYa9iR2TMBFa6Zbo,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/20 18:13,112537qr15242192006716,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0sjlpWeWqaks7S-idRXMaD8,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/20 12:36,112534qr15241990148861,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0oXfGFX6dmPLu0FMtw8HSz4,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/20 11:26,112537qr15241947797347,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0vh-dgJG6eWF7zBVQ9UYtfE,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/20 11:25,112537qr15241947355174,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0hURgMgOweqsbqcOoBwxpbs,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/19 20:35,112535qr15241413622540,1,0.01,1.0,微信,出货成功,平台,0,os-xL0gPoFmvShBtwUqieicLF-aw,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:34,112535qr15241413378423,1,0.01,1.0,微信,出货成功,平台,0,os-xL0i71ti8RWdmL8hPOvZR_K5A,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:34,112535qr15241413186304,1,0.01,1.0,微信,出货成功,平台,0,os-xL0jAxlMMTeoCblKaLlDFfk_U,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:34,112535qr15241412982593,1,0.01,1.0,微信,出货成功,平台,0,os-xL0hSRx6vToU52kQp3Ba02mXc,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:33,112535qr15241412665533,1,0.01,1.0,微信,出货成功,平台,0,os-xL0qp7Wp_nuicIBuDLRHjIPOE,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:32,112535qr15241411777162,1,0.01,1.0,微信,出货成功,平台,0,os-xL0ijloYdn-ojVP6eXeziDFDQ,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:31,112535qr15241411344651,1,0.01,1.0,微信,出货成功,平台,0,os-xL0gRVR25gV5XPGRBuxUGBg_c,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:31,112535qr15241411064375,1,0.01,1.0,微信,出货成功,平台,0,os-xL0tIEK4PCj_NAoGWNnUz1p-c,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:29,112535qr15241409931722,1,0.01,1.0,微信,出货成功,平台,0,os-xL0gy0pJMJS-FtQLuHBzJ_rmg,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:28,112535qr15241409693503,1,0.01,1.0,微信,出货成功,平台,0,os-xL0iRE2LI74oow4I78mzpxpMg,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/19 20:27,112535qr15241409177560,1,0.01,1.0,微信,出货成功,平台,0,os-xL0qQNh3cxS6YEP2Tb7DPAiJQ,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/19 20:20,112538qr15241404322222,1,0.01,1.0,微信,出货成功,平台,0,os-xL0goR6JpL1CySat92Aj2Dnwo,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112537,2018/4/19 19:48,112537qr15241385052654,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0hHh_wy7mvOSoWSq54Jo3Ps,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 19:48,112537qr15241384841355,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0iwNwe3rNOhfxOKfbPzQfDk,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 19:47,112537qr15241384384076,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0oP8NMl0-eUlAjU055aGZFI,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112539,2018/4/19 18:16,112539qr15241329814083,1,0.01,1.0,微信,出货成功,平台,0,os-xL0gD84tZJEMXJEeevtQDpCeQ,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/19 17:44,112537qr15241311089077,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0hagnRjwWbiO40Byh3UXwpA,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 16:34,112537qr15241268981053,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0m6k_En7JiOJu5KQHLZNAHs,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 16:34,112537qr15241268675686,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0hja9myzhsXbQd1N6CzNW7o,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112534,2018/4/19 16:21,112534qr15241260875831,1,0.01,1.0,微信,出货成功,平台,0,ooCjVwBSHdFtrpx1wg-vdjrMj2a4,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112537,2018/4/19 8:51,112537qr15240990973994,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0qolUhZfsuJWiVXIsStArDI,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/19 8:50,112537qr15240990547755,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0h8sekEiP0O4IYh6fVLKKJI,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/18 17:43,112537qr15240445906323,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0rVe01IX7T90PqmmdSvlNc0,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/18 17:41,112537qr15240444675316,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0qIejTbfw84yt9tNfjZaiL4,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/18 17:39,112537qr15240443728169,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0njetHFwhYx7UIafQ9boMtg,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112537,2018/4/18 15:04,112537qr15240350987249,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0m9hATxO7hJ_s8sN1jYiM3g,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112536,2018/4/17 17:16,112536qr15239565947288,1,0.01,1.0,微信,出货成功,平台,0,os-xL0uVN2lRKO4DtK9xg-SW3E3g,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/17 17:15,112536qr15239565592777,1,0.01,1.0,微信,出货成功,平台,0,os-xL0tMgH7E1AWRwi8xg90pL1Iw,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/17 17:00,112536qr15239556676106,1,0.01,1.0,微信,出货成功,平台,0,os-xL0gEj3wtztW2nXABXNNk0enA,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/17 16:58,112536qr15239555075004,1,0.01,1.0,微信,出货成功,平台,0,ooCjVwCwLqU3ubpUutnWpqlDFN5A,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/17 16:48,112536qr15239549376844,1,0.01,1.0,微信,出货成功,平台,0,os-xL0ku91v4Zy2GXFTuZcwwwVWE,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/17 2:32,112535qr15239035398837,1,0.01,1.0,微信,出货成功,平台,0,os-xL0qXhEpuwgFcbuOo0VC3HmzY,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/16 18:25,112534qr15238743172608,1,0.01,1.0,微信,出货成功,平台,0,os-xL0pec1v3ZM4z81sHowZ7clbU,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 12:56,112535qr15238545931665,1,0.01,1.0,微信,出货成功,平台,0,os-xL0kRKrKisST4Rs95mewVDm-E,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 4:39,112535qr15238247559509,1,0.01,1.0,微信,出货成功,平台,0,os-xL0iKcnr0kbV7-Vszvp3SPc0Q,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 4:38,112535qr15238246985556,1,0.01,1.0,微信,出货成功,平台,0,os-xL0io7XyFUKcfLBns35tzS1BM,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 4:37,112535qr15238246402809,1,0.01,1.0,微信,出货成功,平台,0,os-xL0h06oiHD3GxoHZPKi1b7SHc,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 4:21,112535qr15238236895459,1,0.01,1.0,微信,出货成功,平台,0,os-xL0l88tA7S34wjLMSuaQ_JJOU,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/16 4:20,112535qr15238236079331,1,0.01,1.0,微信,出货成功,平台,0,os-xL0umSJqJOWx6rEuZ35fmJzvg,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/15 17:59,112539qr15237863456989,1,0.01,1.0,微信,出货成功,平台,0,os-xL0tJrIEFuZWFVpNYxrPspdZw,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/15 17:58,112539qr15237863123081,1,0.01,1.0,微信,出货成功,平台,0,os-xL0nm5uY5WaAGbXFqgvYkIxt8,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/15 17:54,112539qr15237860432139,1,0.01,1.0,微信,出货成功,平台,0,os-xL0txDAVqbRH1FyifqoujIrrM,商品0023,乐聚盐焗鱼仔X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/15 14:43,112535qr15237746055995,1,0.01,1.0,微信,出货成功,平台,0,os-xL0nvYQWvi950__VJp7OZzYOM,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/15 14:42,112535qr15237745277775,1,0.01,1.0,微信,出货成功,平台,0,os-xL0io7XyFUKcfLBns35tzS1BM,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/15 14:41,112535qr15237744911324,1,0.01,1.0,微信,出货成功,平台,0,os-xL0hel5YcjSrNveVAJwGPGTZk,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/14 20:15,112535qr15237080991672,1,0.01,1.0,微信,出货成功,平台,0,os-xL0hSRx6vToU52kQp3Ba02mXc,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/14 20:11,112535qr15237078603109,1,0.01,1.0,微信,出货成功,平台,0,os-xL0l0fYdsQq_pnWOINRh4kWbg,商品0023,乐聚盐焗鱼仔X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/30 18:21,112539qr15250836693636,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0vMUf0BTW_L0LHcLOniqo_c,商品0024,九制陈皮X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112539,2018/4/27 20:02,112539qr15248305818881,1,0.05,5.0,微信,出货成功,鑫零售结算,0,os-xL0jwzknGEMsChcryYhcn-Ldk,商品0024,九制陈皮X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112639,2018/4/30 17:25,112639qr15250803512466,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0s-RR3XrLoNAqU1L9pwqR8c,商品0025,乖媳妇山椒凤爪X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112639,2018/4/29 18:00,112639qr15249960293891,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0lae8D4EFUT9OIX_SlzVgCE,商品0025,乖媳妇山椒凤爪X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/29 17:23,112534qr15249938063019,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0gHoPPcWIRXjIhBmPF0WB3Y,商品0025,乖媳妇山椒凤爪X1;,广东省佛山市南海区,V3.0.37;rk3288;(900x1440)
112639,2018/4/27 22:49,112639qr15248405873407,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0pJjXJK1b-ucd9XY27umMa0,商品0025,乖媳妇山椒凤爪X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112534,2018/4/20 12:04,112534qr15241970728721,1,0.04,4.0,微信,出货成功,鑫零售结算,0,os-xL0mI5bhQbPvlpYP1Y8Tguq1k,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112534,2018/4/19 15:59,112534qr15241247632237,1,0.04,4.0,微信,出货成功,平台,0,os-xL0pnW_dNQxDNh4WRfrRfwQ-w,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112105,2018/4/18 10:24,112105qr15240182457746,1,0.0,0.01,微信,出货失败,鑫零售结算,0,os-xL0sfsw0gf3xKf9mspUZtY_6o,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112105,2018/4/18 9:24,112105qr15240146902906,1,0.0,0.01,微信,出货成功,鑫零售结算,0,os-xL0njetHFwhYx7UIafQ9boMtg,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112105,2018/4/18 9:20,112105qr15240144359615,1,0.0,0.01,微信,出货中,鑫零售结算,0,os-xL0qYMyoMjC9sTeDny_1XjT-c,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112105,2018/4/17 21:49,112105qr15239729565932,1,0.0,0.01,微信,出货成功,鑫零售结算,0,os-xL0h_0kn1RzPXZtZrmzYY9HoI,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112105,2018/4/17 19:08,112105qr15239633198354,1,0.0,0.01,支付宝,出货失败,鑫零售结算,0,os-xL0kQMNyG9VjIMjmOwB4wixNs,商品0025,乖媳妇山椒凤爪X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112539,2018/4/30 17:19,112539qr15250799854030,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0iB4XwN5LIEKOMx741XIWf0,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/30 17:17,112539qr15250798664680,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0s5DJRN0BLsbV6Haw9TAkGQ,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112539,2018/4/30 14:03,112539qr15250681817061,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0p6sy-TzJ-y-0Ko_bbZPx9k,商品0026,菠萝啤X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112539,2018/4/30 14:02,112539qr15250681493732,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0jnkjj-2DqotoYliTpH4Reg,商品0026,菠萝啤X1;,广东省广州市增城区,V2.1.55/1.2;rk3288
112535,2018/4/29 8:38,112535qr15249623098621,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0gWTegXGxWlAupND0Kk9dJI,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/28 22:01,112537qr15249240646947,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0hG1ThONDKwta6D5k_k3zho,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112657,2018/4/28 19:32,112657qr15249151354977,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0imFAP-Tm2QspfE6k5nPGw4,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112657,2018/4/28 19:30,112657qr15249150343179,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0rQ1sFNNebm5lQvC0u3Zp4E,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
112534,2018/4/28 16:59,112534qr15249059913929,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0vfJ2nkYnuChE-LoKnz3nns,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112535,2018/4/28 13:00,112535qr15248916342443,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0tJrIEFuZWFVpNYxrPspdZw,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/24 22:59,112535qr15245820125972,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0mShdLX-xHHkALedjxtXnAM,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/24 13:47,112539qr15245488477380,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0pJQPdWCoINGjSTXGZi2FxM,商品0026,菠萝啤X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112536,2018/4/24 12:03,112536qr15245427012263,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0pmB_y6sgedRZqU8_Vdoy0Q,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/24 11:07,112536qr15245393165720,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0l839zyovdy5CoxQ1yI2qD8,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/24 0:27,112536qr15245009424879,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0j7rB3yxqYTWlAN8k8-wdpI,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/24 0:27,112536qr15245009048377,1,0.03,2.5,支付宝,出货成功,鑫零售结算,0,os-xL0lI9hHE_w9DGSal3K-K0H-Q,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112536,2018/4/23 16:35,112536qr15244726046960,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0kU2BC2d49TwhtNWTwggwRs,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/23 14:29,112537qr15244650123206,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0utnHj5npwhGYaXR-POGqEU,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/22 12:43,112535qr15243722562924,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0jXvK-F7ryXofNDPAjYS4Bw,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/21 13:25,112537qr15242883247256,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0o_D_nKxe4Pt0Q5LAbpOCuA,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/21 12:47,112535qr15242860744060,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0pAouIxTu5jQDg4QPfdeiFc,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/21 12:09,112537qr15242837608898,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0tkPD88oP1544D63SXhX7xs,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/20 23:34,112535qr15242385043567,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0nu87uFntgU9GTGfsMwF0so,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112538,2018/4/20 19:53,112538qr15242251843720,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0mxVfDpyUUmfuVrWzGHnGUU,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112539,2018/4/20 11:50,112539qr15241962599827,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0v7lpVy6TNql8lIwKyePdOU,商品0026,菠萝啤X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112538,2018/4/20 11:50,112538qr15241962277773,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0k5kqvXL7nuoWUcn3Vj2yVI,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112539,2018/4/20 11:50,112539qr15241962212721,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0oAE4ZCl_fgemjc3l95gnEU,商品0026,菠萝啤X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112535,2018/4/20 0:54,112535qr15241568444588,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0jwzknGEMsChcryYhcn-Ldk,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112537,2018/4/19 18:22,112537qr15241333337386,1,0.03,2.5,微信,出货成功,鑫零售结算,0,os-xL0iVk5XXmAJGbdjhLBkiJoqc,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.33;rk3288;(900x1440)
112535,2018/4/18 19:59,112535qr15240528146942,1,0.03,2.5,微信,出货成功,平台,0,os-xL0sxXnLT9xuPh0PcXCcGeokM,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112535,2018/4/18 19:59,112535qr15240527816744,1,0.03,2.5,微信,出货成功,平台,0,os-xL0scS_zVFS_eneTCUnlXujg8,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37;rk3288;(900x1440)
112539,2018/4/17 12:34,112539qr15239396956659,1,0.03,2.5,微信,出货成功,平台,0,os-xL0iJK9yV6Ul8H97t_paN1yrQ,商品0026,菠萝啤X1;,广东省广州市天河区,V3.0.37;rk3288;(900x1440)
112538,2018/4/14 17:40,112538qr15236987889289,1,0.03,2.5,支付宝,出货成功,平台,0,os-xL0lnqnyUgNLnX8ChvPjqiObQ,商品0026,菠萝啤X1;,广东省广州市番禺区,V3.0.37.2;rk3288;(900x1440)
112833,2018/4/30 16:42,112833qr15250777538063,1,0.01,1.0,微信,出货成功,鑫零售结算,0,os-xL0mFTAdP8oXUg_WlUDWwuT-E,商品0027,贤哥豆干X1;,广东省广州市番禺区,V3.0.38;rk3288;(900x1440)
